Erasmus ID,ETER ID,FP7 ID,GRID_ID,Scimago id_2018,Leiden_ID,University,Country_code,City,Region,NUTS3,Latitude,Longitude,Overall,Research,Innovation,Societal,2013 Ranking,POI_count,POI_scaled,ETS_AGGR EVC,ETS_CENT_RANK,ETT_AGGR_EVC,ETT_CENT_RANK,FP7_AGGR_EVC,FP7_RANK,AGG_EVC,AGG_RANK,ETER ID YEAR,NAT,Personnel expenditure (EURO),Total graduates at ISCED 8,R&D Expenditure (EURO),Share of mobile PhD students,Share of mobile PhD graduates,PhD intensity,Total academic staff (FTE),Total number of full professors,Inclusion of PhD students,Total staff (FTE),staff_scaled,Erasmus incoming students,Erasmus outgoing students,impact_P,collab_P,TCS,TNCS,P_top1,P_top10,P_top50,P_collab,P_int_collab,P_industry_collab,P_short_dist_collab,P_long_dist_collab,MCS,MCS_lb,MCS_ub,MNCS,MNCS_lb,MNCS_ub,PP_top1,PP_top1_lb,PP_top1_ub,PP_top10,PP_top10_lb,PP_top10_ub,PP_top50,PP_top50_lb,PP_top50_ub,PP_collab,PP_collab_lb,PP_collab_ub,PP_int_collab,PP_int_collab_lb,PP_int_collab_ub,PP_industry_collab,PP_industry_collab_lb,PP_industry_collab_ub,PP_short_dist_collab,PP_short_dist_collab_lb,PP_short_dist_collab_ub,PP_long_dist_collab,PP_long_dist_collab_lb,PP_long_dist_collab_ub,Erasmus incoming teachers,Erasmus outgoing teachers,SCIMAGO_2018_SOC,Label,Number of projects,Location,Country,Act_type,EU member = 1,homophily (domestic/all links),Sum of EC contribution
D  STUTTGA01,DE0007,999974747,"GRID,5719,A,DE",382,791,University of Stuttgart,DE,Stuttgart,Western Europe,DE111,48.7816472,9.1724985,12,8,21,7,339,45,0.45,0.182323727,126,0.011808291,219,0.402002542,37,0.167917675,140,DE0007.2013,DE,292459950,459,NA,0.18872267,1,0.14019548,3207,269,0,4880,0.459466778,238,284,2453.697259,4353,14861.30324,2876.156702,36.02026733,286.6643801,1371.290934,3113,2032,299,435,952,6.056697982,5.544733534,6.568487596,1.172172603,1.109528937,1.247298941,0.014679997,0.011169306,0.018632269,0.116829564,0.106235533,0.127751452,0.558867207,0.542527655,0.577218132,0.715138985,0.701585114,0.728692856,0.466804503,0.452101999,0.48196646,0.068688261,0.061337009,0.076498966,0.099931082,0.091431197,0.10889042,0.218699747,0.206983689,0.231794165,7,11,12,Universitaet Stuttgart,247,"Stuttgart, DE",DE,HES,1,0.243801653,95391228.79
D  STUTTGA02,DE0003,999901900,"GRID,9464,F,DE",591,659,University of Hohenheim,DE,Stuttgart,Western Europe,DE111,48.7117184,9.211793,36,21,49,23,528,12,0.12,0.083762862,201,0.005153412,235,0.149473563,120,0.081993994,207,DE0003.2013,DE,94603427,137,NA,0.337104072,0.367346939,0.065550239,761,135,0,1724,0.109028443,112,155,1110.9471,1984,5455.999737,1067.416729,7.202995196,100.1464839,585.5340885,1433,954,174,122,536,4.911124696,4.542780228,5.288997152,0.960816882,0.893167984,1.021908866,0.006483653,0.003165797,0.010159126,0.090145142,0.075499828,0.103604651,0.527058479,0.503402045,0.551618266,0.722278226,0.702620968,0.742439516,0.480846774,0.459677419,0.503024194,0.087701613,0.075604839,0.101310484,0.061491935,0.051915323,0.072580645,0.27016129,0.249495968,0.289314516,8,8,36,UNIVERSITAET HOHENHEIM,28,"STUTTGART, DE",DE,HES,1,0.198198198,8182701.56
D  TUBINGE01,DE0008,999991916,"GRID,10392,39",273,824,University of Tübingen,DE,Tübingen,Western Europe,DE142,48.5294782,9.043774,21,30,14,43,NA,6,0.06,0.279671265,75,0.105025292,59,0.494684775,24,0.282241674,69,DE0008.2013,DE,588283760,693,NA,0.32224429,0.183870968,0.173989455,3760,476,0,9835,0.538695069,355,491,4993.685516,10570,32176.29297,5264.08951,45.58821539,527.5405785,2696.718473,8579,5756,751,718,3093,6.443395938,6.187376794,6.723651881,1.054149184,1.023386338,1.088874086,0.009129172,0.007464338,0.011284223,0.10564153,0.098984638,0.113138037,0.540025691,0.529697395,0.551379056,0.811636708,0.804824976,0.818921476,0.544560076,0.535572375,0.553831599,0.071050142,0.066319773,0.075685904,0.067928098,0.062913907,0.072753075,0.292620624,0.284011353,0.301419111,17,37,21,EBERHARD KARLS UNIVERSITAET TUEBINGEN,183,"Tuebingen, DE",DE,HES,1,0.194570136,107625575
D  ULM01,DE0009,999882209,"GRID,6582,9",327,829,University of Ulm,DE,Ulm,Western Europe,DE144,48.4222305,9.955582,NA,NA,NA,NA,NA,8,0.08,0,243,0,243,0,221,0,273,DE0009.2013,DE,375302736,380,NA,0.207417582,0.363636364,0.249671485,2105,218,0,6472,0.301583276,74,153,2657.301798,6017,18812.3482,2878.300702,28.14367055,289.3352709,1439.006847,5000,3279,502,249,1630,7.079492519,6.570449311,7.815574316,1.083166656,1.031585846,1.139523363,0.01059107,0.007673504,0.013817692,0.108883105,0.099670474,0.117822834,0.541529324,0.52765232,0.55562136,0.830978893,0.821339538,0.840285857,0.544955958,0.531826492,0.557919229,0.083430281,0.076450058,0.090742895,0.041382749,0.03623068,0.046202426,0.270899119,0.260096394,0.281868041,9,2,NA,UNIVERSITAET ULM,105,"ULM, DE",DE,REC,1,0.195804196,67049360.99
D  WURZBUR01,DE0027,999853206,"GRID,8379,5,OR",292,231,Julius Maximilian University of Würzburg,DE,Würzburg,Western Europe,DE263,49.7881814,9.93526,7,7,9,10,215,6,0.06,0.194095648,114,0.078980168,78,0.286432262,61,0.195682288,114,DE0027.2013,DE,479027363,494,NA,0.136608345,0.134615385,0.117815407,3420,425,0,9041,0.48998328,222,410,3482.951635,7834,27895.56045,4157.225246,46.02586149,455.475472,1992.013716,6414,4296,514,297,2344,8.009172499,7.587449575,8.5376582,1.193592585,1.144692392,1.249597857,0.013214614,0.010207391,0.016214244,0.130772839,0.122359522,0.139978729,0.571932638,0.559122026,0.585337491,0.818738831,0.810441665,0.82767424,0.548378861,0.538166965,0.560122543,0.065611437,0.060122543,0.070845034,0.037911667,0.033826908,0.041868777,0.299208578,0.288869032,0.309037529,22,20,7,JULIUS-MAXIMILIANS UNIVERSITAET WUERZBURG,83,"WUERZBURG, DE",DE,HES,1,0.192771084,49968189.54
DK ALBORG01,DK0005,999904034,"GRID,5117,2,AL",358,1,Aalborg University,DK,Aalborg,Western Europe,DK050,57.0145665,9.9818527,10,6,23,11,348,17,0.17,0.060226945,219,0.05905665,113,0,221,0.070414144,219,DK0005.2013,DK,226172381,181,217714504.1,0.375339982,0.465517241,0.037037037,2178,NA,0,3518,0.312041984,117,97,2001.168344,4166,9168.958541,2073.694699,21.09831953,206.9361352,1042.310218,3266,2266,385,213,1066,4.581802709,4.230171765,4.961956131,1.036242006,0.979575444,1.096103506,0.010543001,0.007493412,0.013907004,0.10340766,0.092461143,0.11499362,0.520850843,0.503014882,0.539253353,0.783965434,0.771483437,0.796927508,0.543927028,0.530004801,0.559289486,0.092414786,0.083773404,0.101296207,0.051128181,0.044167067,0.057849256,0.255880941,0.243158905,0.270043207,25,43,10,AALBORG UNIVERSITET,135,"AALBORG, DK",DK,HES,1,7.57E-02,47007754.66
DK ARHUS01,DK0002,999997736,"GRID,7048,B,AL",170,3,Aarhus University,DK,Aarhus,Western Europe,DK042,56.1681384,10.2030118,4,2,14,6,149,5,0.05,0.419364603,32,0.041791649,151,0.495296499,23,0.397878832,38,DK0002.2013,DK,540622025,446,435952479.9,0.266383781,0.283146067,0.048278848,5133,NA,0,8334,0.73540473,790,489,6199.611954,12122,38167.99567,6936.962397,72.77321867,725.2782758,3452.354794,9324,7343,798,1081,3812,6.156513659,5.875703011,6.506119889,1.118934935,1.0863843,1.155414971,0.011738351,0.009769219,0.01395859,0.116987689,0.110813406,0.123746291,0.556866272,0.546214943,0.56654399,0.769180003,0.761837981,0.776934499,0.605758126,0.597426167,0.614420063,0.065830721,0.061211021,0.070202937,0.089176704,0.084227025,0.09445636,0.314469559,0.306220096,0.322636529,20,43,4,AARHUS UNIVERSITET,297,"AARHUS C, DK",DK,HES,1,4.76E-02,155408919.9
DK KOBENHA01,DK0001,999991043,"GRID,5254,6,OR",96,628,University of Copenhagen,DK,Copenhagen,Western Europe,DK011,55.6802303,12.5724096,2,2,8,5,105,100,1,0.531594254,17,0.067934255,94,0.787563299,5,0.523173025,17,DK0001.2013,DK,635036538.4,791,681271135.3,0.266080097,0.268886044,0.088006231,5946,NA,0,9488,0.851883212,780,610,10351.44085,20812,73611.29984,12332.06208,139.5526636,1333.517843,5919.225597,16450,12776,1827,2976,7220,7.111212914,6.871868702,7.359690662,1.191337734,1.162849751,1.222280114,0.013481472,0.01191933,0.015187604,0.12882437,0.123610097,0.134777984,0.571826249,0.564302005,0.580042542,0.790409379,0.785075918,0.795742841,0.61387661,0.607389967,0.62045935,0.087785893,0.084230252,0.09158178,0.142994426,0.138285604,0.147799347,0.346915241,0.340428599,0.353257736,12,43,2,KOBENHAVNS UNIVERSITET,443,"KOBENHAVN, DK",DK,HES,1,7.49E-02,233295445
DK LYNGBY01,DK0006,999990655,"GRID,5170,3,AL",204,481,Technical University of Denmark,DK,Kongens Lyngby,Western Europe,DK011,55.7855742,12.521381,5,3,10,8,164,9,0.09,0.195684284,109,0.008335641,227,0,221,0.172788627,134,DK0006.2013,DK,374789417.9,320,332697676.3,0.490753912,0.457680251,0.140105079,3411,NA,0,5730,0.488693851,468,117,5010.457693,9314,36774.36079,6312.236442,80.18299804,712.1363305,2959.179713,6905,5450,1043,1156,2702,7.339521265,6.956865539,7.825847455,1.259812342,1.218609096,1.30351296,0.016003128,0.013451776,0.019040516,0.142129996,0.133929106,0.149682796,0.590600679,0.579403024,0.602220999,0.741357097,0.73223105,0.749194761,0.585140648,0.575263045,0.59415933,0.111981963,0.105325317,0.118316513,0.124114237,0.117779686,0.130448787,0.290100923,0.280545416,0.299549066,7,11,5,DANMARKS TEKNISKE UNIVERSITET,422,"KGS LYNGBY, DK",DK,HES,1,9.08E-02,176568615.5
DK ODENSE01,DK0003,999904616,"GRID,10825,3E,DA",396,787,University of Southern Denmark,DK,Odense,Western Europe,DK031,55.3689827,10.4282364,12,8,15,30,371,24,0.24,0.139563389,159,0.049697478,134,0,221,0.138274618,159,DK0003.2013,DK,237634320.7,225,226261816.3,0.217961655,0.264573991,0.047498417,1989,NA,0,3524,0.28496396,391,274,3055.267422,7165,18081.42831,3218.252321,27.22570294,320.598512,1677.204222,6014,4026,564,707,1864,5.918116423,5.618692108,6.209998208,1.053345543,1.009249247,1.093806185,0.00891107,0.006835125,0.011407884,0.104933044,0.09572004,0.113823176,0.548954965,0.534843271,0.563559616,0.83935799,0.831542219,0.8482903,0.561898116,0.551011863,0.57320307,0.07871598,0.072854152,0.084996511,0.09867411,0.091835311,0.10551291,0.260153524,0.250523378,0.270481507,26,32,12,SYDDANSK UNIVERSITET,83,"ODENSE M, DK",DK,HES,1,8.33E-02,33707645.34
E  ALCAL-H01,ES0037,999835746,"GRID,7159,A,OR",586,570,University of Alcalá,ES,ALCALA DE HENARES,Southern Europe,ES300,40.4824722,-3.3628674,34,25,43,21,532,100,1,0.221096556,94,0.063241163,100,0.104578366,144,0.220052202,97,ES0037.2013,ES,NA,161,NA,NA,NA,0.037722587,1114.16,159,0,1866.733333,0.159625664,457,461,1097.728117,2166,4238.672385,929.276478,6.895100073,80.15897058,515.107969,1696,879,94,449,468,3.861313489,3.574351065,4.160727264,0.846545209,0.787370216,0.910824362,0.006281246,0.003277541,0.009969441,0.073022609,0.06080825,0.08582618,0.469249135,0.445757677,0.494291519,0.783010157,0.765927978,0.801015697,0.405817175,0.386888273,0.426592798,0.043397969,0.0355494,0.053093259,0.207294552,0.189750693,0.224376731,0.216066482,0.198522622,0.232686981,35,35,34,UNIVERSIDAD DE ALCALA,31,"ALCALA DE HENARES/MADRID, ES",ES,HES,1,0.172413793,11691299.83
E  BADAJOZ01,ES0033,999858832,"GRID,8393,1,ES",628,520,Universidad de Extremadura,ES,Cáceres,Southern Europe,ES432,39.4791979,-6.3451947,46,31,59,22,560,16,0.16,0.136510603,160,0.101496811,60,0.003684017,218,0.152630183,150,ES0033.2013,ES,NA,133,NA,NA,NA,0.031629013,1477.616,140,0,2527.541333,0.211697993,227,508,1362.394006,2196,5436.604683,1141.685862,5.759137874,98.41299268,647.8995058,1473,789,32,171,326,3.990479009,3.697512851,4.286269852,0.837999769,0.788378097,0.891015116,0.004227219,0.002155848,0.006765698,0.072235339,0.061287203,0.083947184,0.475559569,0.454901937,0.497844573,0.670765027,0.650728597,0.689435337,0.359289617,0.339253188,0.380236794,0.014571949,0.009562842,0.02003643,0.077868852,0.067850638,0.088797814,0.14845173,0.133424408,0.163479053,126,48,46,UNIVERSIDAD DE EXTREMADURA,15,"BADAJOZ, ES",ES,HES,1,0.142857143,1501372.02
E  BARCELO01,ES0017,999986387,"GRID,5841,8,AL",213,579,University of Barcelona,ES,Barcelona,Southern Europe,ES511,41.386608,2.16402,5,3,15,6,191,100,1,0.647857203,9,0.179826206,26,0.437273687,33,0.632425123,9,ES0017.2013,ES,NA,695,NA,NA,NA,0.065454888,3174.125333,546,0,5500.36,0.454756825,1103,1041,6026.696918,13814,38628.71179,6460.017534,58.82568227,649.8800583,3271.123613,11702,7468,666,2349,4090,6.409599208,6.156195372,6.697252802,1.071900184,1.039010829,1.104701001,0.00976085,0.00796255,0.011555036,0.107833539,0.101874436,0.114002997,0.542772211,0.53236207,0.552686676,0.847111626,0.841175619,0.852902852,0.540610974,0.532141306,0.54850152,0.048211959,0.044592442,0.051903866,0.170044882,0.163819314,0.176560012,0.296076444,0.28862024,0.303025916,59,92,5,UNIVERSITAT DE BARCELONA,171,"BARCELONA, ES",ES,HES,1,0.134228188,70491837.34
E  BARCELO02,ES0016,999986484,"GRID,7080,F,OR",267,537,Universitat Autònoma de Barcelona,ES,Barcelona,Southern Europe,ES511,41.5019255,2.1048538,7,4,10,10,266,49,0.49,0.429231917,30,0.17746329,27,0,221,0.431993854,29,ES0016.2013,ES,NA,637,NA,NA,NA,0.078226698,2248.92,367,0,4135.482667,0.32220269,885,730,5148.450865,11364,29205.18305,5167.434521,46.88701104,485.2782154,2747.220935,9528,5861,564,2156,3253,5.67261567,5.431392893,5.916609247,1.003687256,0.972334,1.039362793,0.009107013,0.007292947,0.011266346,0.094257133,0.087987847,0.099987627,0.533601467,0.522432111,0.54409017,0.83843717,0.831485392,0.844948962,0.515751496,0.506511792,0.524551214,0.049630412,0.045758536,0.053942274,0.189721929,0.182858149,0.197025695,0.28625484,0.277719113,0.294614572,84,113,7,UNIVERSITAT AUTONOMA DE BARCELONA,168,"CERDANYOLA BARCELONA, ES",ES,HES,1,0.131979695,46896055.57
E  BARCELO03,ES0020,999976202,"GRID,6835,8",390,539,Universitat Politècnica de Catalunya,ES,Barcelona,Southern Europe,ES511,41.388004,2.1132804,12,6,31,9,301,68,0.68,0.517371609,18,0.04688299,139,0,221,0.467847442,23,ES0020.2013,ES,NA,343,NA,NA,NA,0.073353293,2032.794667,250,0,3607.32,0.291238421,801,1275,3421.924595,6245,11576.7686,3208.537703,26.34830733,296.7519162,1693.808486,4684,3059,346,1095,1523,3.383116219,3.199631921,3.627373258,0.937641264,0.895934502,0.983573098,0.00769985,0.005620948,0.01029577,0.086720764,0.079065309,0.093664893,0.494987086,0.481755034,0.507553076,0.750040032,0.739791833,0.760928743,0.489831865,0.477181745,0.502481986,0.055404323,0.049639712,0.061329063,0.175340272,0.165572458,0.18478783,0.2438751,0.232986389,0.25572458,70,82,12,UNIVERSITAT POLITECNICA DE CATALUNYA,186,"BARCELONA, ES",ES,HES,1,0.193396226,52035195.45
E  BARCELO15,ES0021,999867077,"GRID,5612,0,AL",418,396,Pompeu Fabra University,ES,Barcelona,Southern Europe,ES511,41.3789689,2.1797941,14,10,21,9,452,100,1,0.25178523,84,0.021744796,196,0,221,0.228124766,91,ES0021.2013,ES,NA,164,NA,NA,NA,0.046630651,734.5133333,84,0,1516.476,0.1052337,458,569,1149.260568,3087,9119.631056,1430.595194,17.55954377,153.7949711,673.4855003,2750,1873,148,521,936,7.935216179,7.207272716,8.649751285,1.244796205,1.164879626,1.325970173,0.015278993,0.011052499,0.019848486,0.133820802,0.119953194,0.147203674,0.586016365,0.56416326,0.60582728,0.890832523,0.879494655,0.901846453,0.606737933,0.589245222,0.625202462,0.047942987,0.040816327,0.056041464,0.168772271,0.155814707,0.181729835,0.303206997,0.286686103,0.319727891,5,17,14,Universitat Pompeu Fabra,160,"Barcelona, ES",ES,HES,1,9.47E-02,93848620.21
E  BILBAO01,ES0046,999865234,"GRID,11480,3C,OR",411,812,University of the Basque Country,ES,Bilbao,Southern Europe,ES213,43.2684668,-2.93773,13,7,34,10,436,75,0.75,0.300524277,64,0.067915476,95,0.180759769,90,0.293122167,62,ES0046.2013,ES,NA,360,NA,NA,NA,0.038855909,3602.88,440,0,5453.714667,0.516184492,428,956,3368.27034,6769,15999.59566,3054.283855,17.94729922,277.9044542,1707.540977,5261,3249,217,852,1548,4.750092492,4.460710491,5.100828334,0.906781091,0.870950643,0.945232471,0.005328343,0.003629907,0.007147164,0.082506576,0.074788037,0.089848794,0.50694891,0.492401769,0.520607459,0.777219678,0.767617078,0.786822278,0.479982272,0.468163687,0.490766731,0.032057911,0.027921406,0.03648988,0.125867927,0.11774265,0.133550007,0.228689614,0.218348353,0.238292215,82,60,13,UNIVERSIDAD DEL PAIS VASCO/ EUSKAL HERRIKO UNIBERTSITATEA,104,"LEIOA, ES",ES,HES,1,0.253333333,31495351.63
E  CASTELL01,ES0025,999882985,"GRID,9612,C,AL",565,223,Jaume I University,ES,Castellón de la Plana,Southern Europe,ES522,39.9945711,-0.0689003,30,23,39,16,541,6,0.06,0.094099485,193,0.0384618,155,0.133353089,129,0.098087071,192,ES0025.2013,ES,NA,82,NA,NA,NA,0.030677142,755.2666667,118,0,1357.373333,0.108207029,176,341,979.1530683,1751,6884.021829,940.2759255,8.112974445,88.11696487,522.3238638,1312,790,30,248,404,7.030588017,6.161612864,8.057194297,0.960295132,0.890248651,1.04273495,0.008285706,0.004220392,0.012757088,0.089993044,0.075914521,0.104723555,0.533444546,0.507612266,0.560534177,0.749286122,0.729868646,0.768132496,0.45117076,0.427755568,0.476299258,0.017133067,0.011422045,0.023986294,0.141633352,0.125071388,0.157624215,0.2307253,0.211307824,0.251856082,26,38,30,UNIVERSITAT JAUME I DE CASTELLON,27,"CASTELLON DE LA PLANA, ES",ES,HES,1,0.142857143,7365943.08
E  CIUDA-R01,ES0023,999840208,"GRID,8048,4,ES",563,615,University of Castilla-La Mancha,ES,Ciudad Real,Southern Europe,ES422,38.9940439,-3.9204979,30,16,49,17,492,100,1,0.166116056,136,0.111812558,51,0.060999569,168,0.18560285,122,ES0023.2013,ES,NA,178,NA,NA,NA,0.029042258,1642.213333,164,0,2693.765333,0.235279847,417,459,1818.099131,3278,7495.453931,1588.9867,9.728619692,126.8556666,924.3799924,2434,1301,115,203,641,4.122687153,3.886276855,4.376672071,0.873982432,0.827416617,0.924598452,0.005350984,0.003041768,0.007954333,0.06977379,0.060684739,0.080566498,0.508432118,0.490304971,0.526941815,0.74252593,0.728492984,0.757779134,0.396888347,0.380414887,0.414276998,0.035082367,0.028981086,0.042098841,0.061928005,0.053691275,0.070164735,0.195546065,0.18090299,0.208663819,84,80,30,UNIVERSIDAD DE CASTILLA - LA MANCHA,36,"CIUDAD REAL, ES",ES,HES,1,0.192771084,8573238.5
E  CORDOBA01,ES0003,999872703,"GRID,411901,C",563,629,University of Cordoba,ES,CORDOBA,Southern Europe,ES613,37.885125,-4.76746,30,20,41,19,507,95,0.95,0.277538002,78,0.12768925,41,0.032062665,192,0.280146575,71,ES0003.2013,ES,NA,187,NA,NA,NA,0.052060134,1098.117333,209,0,1902.664,0.157327232,554,813,1565.168006,2776,7445.478932,1394.964264,8.761291122,122.8198012,778.6193466,2003,1092,93,255,562,4.756983852,4.450909948,5.069261515,0.891255289,0.84701361,0.939942555,0.005597668,0.003073186,0.008514466,0.078470682,0.0678046,0.088677241,0.497466945,0.47752075,0.519407139,0.721541787,0.704610951,0.738472622,0.393371758,0.375360231,0.412463977,0.033501441,0.026657061,0.039985591,0.09185879,0.081412104,0.103025937,0.202449568,0.187680115,0.217579251,65,104,30,UNIVERSIDAD DE CORDOBA,30,"CORDOBA, ES",ES,HES,1,0.148148148,6420029.3
E  GIRONA02,ES0018,999895983,"GRID,5319,E,AL",577,648,University of Girona,ES,Girona,Southern Europe,ES512,41.9632822,2.8304263,33,22,42,22,551,8,0.08,0.06839173,215,0.051378661,130,0.115407719,140,0.073469331,217,ES0018.2013,ES,NA,86,NA,NA,NA,0.034552029,794.2906667,75,0,1384.909333,0.113797996,215,282,1047.873042,2127,5361.654635,1028.842105,6.30728862,94.57163323,572.1466527,1718,1004,63,436,411,5.116702521,4.601479181,5.824451748,0.981838509,0.916530228,1.049639613,0.006019134,0.002383199,0.01042613,0.090251041,0.077557604,0.103696821,0.546007608,0.521799706,0.570018695,0.80771039,0.791725435,0.825105783,0.472026328,0.449929478,0.492712741,0.029619182,0.022566996,0.037141514,0.204983545,0.187588152,0.223319229,0.193229901,0.177244946,0.211565585,23,25,33,UNIVERSITAT DE GIRONA,50,"GIRONA, ES",ES,HES,1,0.43902439,12347230.88
E  GRANADA01,ES0004,999882015,"GRID,4489,1,ES",423,521,Universidad de Granada,ES,Granada,Southern Europe,ES614,37.1839398,-3.6010182,14,6,48,8,408,100,1,1,1,0.451058344,7,0,221,1,1,ES0004.2013,ES,NA,426,NA,NA,NA,0.038257746,3107.674667,587,0,5243.501333,0.445236441,1918,2020,4222.933885,7968,18719.19682,3808.492602,31.24212155,338.6160179,2101.902274,6100,3901,190,675,1997,4.432746836,4.228909318,4.646472109,0.901859396,0.868822992,0.93614643,0.007398203,0.005417528,0.009551239,0.080185015,0.073520327,0.086297161,0.497735066,0.486121241,0.510368252,0.765562249,0.756024096,0.774598394,0.489583333,0.478037149,0.499623494,0.023845382,0.020456827,0.027233936,0.084713855,0.078564257,0.090863454,0.25062751,0.241465863,0.259412651,180,178,14,UNIVERSIDAD DE GRANADA,67,"GRANADA, ES",ES,HES,1,0.235294118,15090640.9
E  LA-CORU01,ES0034,999629718,NA,626,561,University of A Coruña,ES,A Coruna,Southern Europe,ES111,43.369464,-8.4199065,45,35,54,24,614,100,1,0.198823017,106,0.054477917,121,0.05122707,174,0.19810458,109,ES0034.2013,ES,NA,130,NA,NA,NA,0.035192204,1342.074667,140,0,2099.741333,0.192278991,341,470,1007.115469,1693,3832.631135,807.1302651,6.232384619,65.79174018,456.1041214,1144,614,53,197,247,3.805552841,3.239148525,4.650942702,0.801427731,0.729628248,0.885429217,0.006188352,0.002346516,0.011109685,0.065326909,0.052189799,0.078606011,0.452881656,0.427721913,0.479966948,0.675723568,0.654459539,0.699940933,0.362669817,0.339043119,0.386296515,0.031305375,0.023036031,0.040756054,0.116361488,0.101594802,0.133490845,0.145894861,0.128765505,0.163024217,30,28,45,UNIVERSIDADE DA CORUNA,18,"LA CORUNA, ES",ES,HES,1,0.166666667,6577345.68
E  MADRID03,ES0040,999874546,"GRID,4795,F,ES",364,95,Complutense University,ES,Madrid,Southern Europe,ES300,40.4478246,-3.7285872,11,5,35,6,305,18,0.18,0.992347815,2,0.227394186,20,0.228024455,72,0.954723816,2,ES0040.2013,ES,NA,847,NA,NA,NA,0.050497824,4584.184,724,0,8185.466667,0.656775881,1731,1775,5141.584392,10529,23536.74686,4489.430913,31.53173365,417.7747178,2422.368939,8491,4723,416,1942,2666,4.57772256,4.383615181,4.797840865,0.873160989,0.842226921,0.907128096,0.006132688,0.004733762,0.007738188,0.081254082,0.07538556,0.087499489,0.471132778,0.459776557,0.482270963,0.806439358,0.798936271,0.813752493,0.448570614,0.438883085,0.457878241,0.039509925,0.03580587,0.043403932,0.184442967,0.176749929,0.191946054,0.253205433,0.245227467,0.261278374,109,127,11,UNIVERSIDAD COMPLUTENSE DE MADRID,98,"MADRID, ES",ES,HES,1,0.184210526,28708562.64
E  MADRID04,ES0038,999861354,"GRID,5515,4,OR",360,518,Universidad Autonoma de Madrid,ES,Madrid,Southern Europe,ES300,40.5466983,-3.6943619,10,6,23,10,274,13,0.13,0.5146682,20,0.264149577,17,0.19792163,79,0.529218199,16,ES0038.2013,ES,NA,559,NA,NA,NA,0.088871224,2042.18,381,0,3071.041333,0.292583057,849,719,3755.44927,8811,22821.74683,3741.501006,36.47357842,367.8589108,1919.905073,7440,4693,289,1477,2913,6.076968476,5.783704528,6.398218411,0.99628586,0.957083024,1.036838607,0.009712174,0.007397694,0.012282168,0.09795337,0.090838964,0.106059013,0.511231795,0.499103391,0.523589045,0.844399047,0.836794915,0.852116672,0.532629667,0.52184769,0.543071161,0.032799909,0.029395074,0.036431733,0.16763137,0.159913744,0.175122007,0.330609465,0.320735444,0.340937465,98,74,10,UNIVERSIDAD AUTONOMA DE MADRID,102,"MADRID, ES",ES,HES,1,0.15625,37492518.49
E  MADRID05,ES0041,999974844,"GRID,5690,A,OR",436,482,Technical University of Madrid,ES,Madrid,Southern Europe,ES300,40.4486372,-3.7192798,15,9,38,5,411,28,0.28,0.464406948,25,0.038794787,153,0,221,0.420308075,30,ES0041.2013,ES,NA,299,NA,NA,NA,0.059431525,2537.333333,354,0,4655.6,0.363523658,601,1131,2836.358105,5100,8780.793077,2469.644489,20.3974761,212.8525155,1351.971886,3705,2035,232,967,915,3.095798469,2.916855372,3.288223036,0.870709691,0.823946126,0.921429298,0.007191432,0.004729994,0.009830563,0.075044302,0.066849987,0.08326883,0.476657684,0.461667475,0.492075256,0.726470588,0.71372549,0.738431373,0.399019608,0.385098039,0.412352941,0.045490196,0.040196078,0.050980392,0.189607843,0.178823529,0.200196078,0.179411765,0.169411765,0.19,47,71,15,UNIVERSIDAD POLITECNICA DE MADRID,268,"MADRID, ES",ES,HES,1,0.20212766,79146400.71
E  MADRID14,ES0039,999899572,"GRID,7840,B,ES",541,57,Carlos III University of Madrid,ES,Getafe,Southern Europe,ES300,40.3170572,-3.7274678,26,15,43,13,511,29,0.29,0.390598927,39,0.075590432,82,0.088420858,147,0.373416709,45,ES0039.2013,ES,NA,105,NA,NA,NA,0.029428251,1298.906667,150,0,2127.306667,0.186094313,832,711,1523.257142,2595,3966.508728,1438.737745,12.49116005,132.869481,757.4350405,1841,1178,89,388,548,2.603965292,2.416633143,2.793900188,0.944514032,0.879040791,1.017098532,0.008200296,0.004790562,0.012025579,0.087227217,0.075785486,0.098702825,0.497246998,0.476596131,0.517777727,0.709441233,0.691714836,0.726782274,0.453949904,0.435067437,0.473988439,0.034296724,0.027745665,0.041233141,0.149518304,0.134874759,0.16300578,0.211175337,0.196531792,0.226204239,68,31,26,UNIVERSIDAD CARLOS III DE MADRID,73,"GETAFE (MADRID), ES",ES,HES,1,0.156626506,21850873.25
